sentence,label,sentiment,text_length,word_count,sensitivity_level,sensitivity_label
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements",2,Positive,199,31,1,Internal
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present,1,Neutral,132,21,1,Internal
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February",2,Positive,141,28,0,Public
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI",1,Neutral,200,30,0,Public
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier",0,Negative,190,38,2,Confidential
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd.",1,Neutral,148,25,0,Public
The acquisition will have an immediate positive impact on Aspocomp 's financial result,2,Positive,86,13,3,Restricted
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year,0,Negative,232,46,2,Confidential
"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen",1,Neutral,144,21,1,Internal
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005,0,Negative,124,27,2,Confidential
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007",0,Negative,78,15,2,Confidential
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008",2,Positive,129,22,0,Public
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base",2,Positive,93,16,3,Restricted
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries",1,Neutral,162,23,0,Public
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",0,Negative,128,21,3,Restricted
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,1,Neutral,72,12,3,Restricted
"On preliminary estimate , the hotel will operate under the brand Novotel",1,Neutral,72,12,0,Public
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,1,Neutral,99,15,3,Restricted
"Purchase it for the 12MP snapper , if nothing else",1,Neutral,50,10,0,Public
"In 2007 , Etteplan had turnover of EUR125 .2",1,Neutral,44,9,0,Public
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland,1,Neutral,116,18,0,Public
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007",0,Negative,95,19,2,Confidential
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3",0,Negative,208,40,2,Confidential
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus",1,Neutral,114,20,0,Public
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts",1,Neutral,146,29,0,Public
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom",2,Positive,229,43,1,Internal
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards",1,Neutral,92,13,0,Public
The original patent was filed in Finland under application No.,1,Neutral,62,10,1,Internal
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007",0,Negative,95,19,2,Confidential
This will bring cost savings of about EUR 3mn a year,2,Positive,52,11,0,Public
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line,1,Neutral,127,17,0,Public
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007,1,Neutral,94,15,0,Public
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005",0,Negative,153,31,2,Confidential
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005,0,Negative,85,17,2,Confidential
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of",2,Positive,229,52,1,Internal
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares,1,Neutral,148,26,3,Restricted
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct",0,Negative,188,34,3,Restricted
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007",1,Neutral,210,50,1,Internal
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,1,Neutral,72,12,3,Restricted
( The acquisition sum has not been disclosed .,1,Neutral,46,9,3,Restricted
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company,1,Neutral,136,21,1,Internal
Operating profit for 2009 lower than outlook published earlier,0,Negative,62,9,2,Confidential
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004",2,Positive,83,19,1,Internal
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area",1,Neutral,190,34,0,Public
Negotiations with representatives of the personnel regarding the restructuring process have now been ended,1,Neutral,106,14,2,Confidential
"This could be any of us at any time , '' she said",1,Neutral,49,13,1,Internal
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies,1,Neutral,170,31,0,Public
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period",2,Positive,161,33,1,Internal
Symphony Services provides development services for Aldata GOLD,1,Neutral,63,8,0,Public
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now",1,Neutral,99,21,0,Public
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas,1,Neutral,118,22,0,Public
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory,2,Positive,86,16,0,Public
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq,1,Neutral,168,29,2,Confidential
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago",0,Negative,152,28,2,Confidential
The webcast may be followed online on the company website at www.ruukki.com/investors,1,Neutral,85,12,1,Internal
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier",0,Negative,93,20,2,Confidential
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the",0,Negative,220,49,2,Confidential
The company is listed on the Nordic Exchange in Helsinki,1,Neutral,56,10,1,Internal
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses",1,Neutral,143,27,3,Restricted
The increase range will vary up to 10 %,1,Neutral,39,9,1,Internal
"Ethanol would be made from barley , and production could start in 2008",1,Neutral,70,13,0,Public
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said",2,Positive,179,29,1,Internal
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players",1,Neutral,145,23,0,Public
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system",1,Neutral,102,18,1,Internal
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline",1,Neutral,132,24,0,Public
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January,1,Neutral,98,16,0,Public
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005,2,Positive,214,44,1,Internal
